title_job,type_job,level_job,min,max,salary_average
Senior ML Engineer,Full Time,Senior-level,131000.0,240000.0,185500.0
Senior Data Scientist,Full Time,Senior-level,134000.0,195000.0,164500.0
"Manager, Data Analytics, CHNW",Full Time,Senior-level,48000.0,90000.0,69000.0
"Data Engineer, People Data",Full Time,Senior-level,115000.0,180000.0,147500.0
Senior Risk and Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Corporate Research Analyst,Full Time,Entry-level,39000.0,73000.0,56000.0
Associate Data Science/ Data Analytics Consultant,Full Time,Entry-level,39000.0,73000.0,56000.0
"Senior BI Analyst (Supply Analytics) (Bangkok-based role, Relocation provided)",Full Time,Senior-level,48000.0,78000.0,63000.0
Senior Perception Engineer,Full Time,Senior-level,140000.0,215000.0,177500.0
"Site Reliability Engineer - Kubernetes , Python, Spark/Kafka, Elasticsearch, Hadoop, Terraform",Full Time,Senior-level,55000.0,102000.0,78500.0
"Sr Data Engineer - Spark, ETL, Pre-Processing, Pipeline, Machine Learning",Full Time,Senior-level,115000.0,180000.0,147500.0
Lead Aircraft Safety Engineer / RAMS Manager,Full Time,Senior-level,62000.0,115000.0,88500.0
"People Data Analyst, Talent Acquisition",Full Time,Senior-level,92000.0,130000.0,111000.0
Sr. Data Scientist - Fraud and Abuse Detection,Full Time,Senior-level,129000.0,185000.0,157000.0
Senior Data Analyst (eCommerce Product Analytics),Full Time,Senior-level,92000.0,130000.0,111000.0
Un.e stagiaire data scientist,Full Time,Entry-level,39000.0,100000.0,69500.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Director of Artificial Intelligence (AI),Full Time,Executive-level,81000.0,152000.0,116500.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
Lead Data Scientist,Full Time,Entry-level,40000.0,172000.0,106000.0
Data Analyst (Sydney),Full Time,Mid-level,62000.0,135000.0,98500.0
Machine Learning Infrastructure Engineer,Full Time,Senior-level,69000.0,128000.0,98500.0
"Senior Scientist, Machine Learning & Hit Prediction",Full Time,Senior-level,69000.0,128000.0,98500.0
Senior Data Scientist (Experience with Media Mix Modeling),Full Time,Senior-level,129000.0,185000.0,157000.0
Senior Computer Vision Engineer - Deep Learning Focus,Full Time,Senior-level,170000.0,215000.0,192500.0
Sr. Data Engineer,Full Time,Senior-level,150000.0,200000.0,175000.0
Generative AI Researcher - 2023 Summer Internship,Internship,Entry-level,0.0,0.0,0.0
Head of Analytics Engineering,Full Time,Executive-level,150000.0,200000.0,175000.0
Sales Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
? Insurance verification Specialist / Artificial Intelligence Trainer (Arizona),Full Time,No disponible,34000.0,0.0,0.0
"(Remote) Senior Software Developer, Backend/ML - Growth",Full Time,Senior-level,62000.0,115000.0,88500.0
ML (Senior) Audio Research Engineer,Full Time,Senior-level,150000.0,249000.0,199500.0
Machine Learning Engineering Manager,Full Time,Senior-level,131000.0,201000.0,166000.0
Senior Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Engineer with Computer Vision Knowledge,Full Time,Mid-level,130000.0,180000.0,155000.0
Data Scientist,Full Time,Senior-level,129000.0,185000.0,157000.0
Senior DevOps Engineer (m/w/d) Data Analytics (hybrid),Full Time,Senior-level,62000.0,115000.0,88500.0
Senior 2 Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Computer Vision Scientist,Full Time,Senior-level,69000.0,128000.0,98500.0
Expert in AI/ NLP/ ML - 4229,Full Time,Senior-level,62000.0,115000.0,88500.0
Junior Data Analyst - Part Time,Part Time,Entry-level,42000.0,64000.0,53000.0
"Data Engineering Manager, Payroll and Tax",Full Time,Executive-level,205000.0,220000.0,212500.0
Sr. People Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Senior Power BI Developer,Full Time,Senior-level,62000.0,115000.0,88500.0
Senior Big Data Engineer,Full Time,Senior-level,30000.0,60000.0,45000.0
"Software Engineer, AI/Analytics",Full Time,Senior-level,62000.0,115000.0,88500.0
"Sr. Data Engineer, Peacock",Full Time,Senior-level,115000.0,145000.0,130000.0
Senior Data Engineer,Full Time,Senior-level,81000.0,128000.0,104500.0
"Senior Analyst, Decision Sciences",Full Time,Senior-level,69000.0,128000.0,98500.0
Principal Data Scientist,Full Time,Senior-level,162000.0,250000.0,206000.0
"Senior Data Quality Analyst, Direct-to-Consumer",Full Time,Senior-level,80000.0,100000.0,90000.0
"Data Scientist, Sr. Consultant - Cybersecurity AI Research & Products",Full Time,Senior-level,129000.0,185000.0,157000.0
(Senior) Digital Analytics Engineer,Full Time,Senior-level,110000.0,184000.0,147000.0
ALTERNANCE - Data Ingénieur Cloud et Big Data H/F,Full Time,Entry-level,39000.0,73000.0,56000.0
"Manager, Decision Sciences",Full Time,Senior-level,69000.0,128000.0,98500.0
Data Engineer,Full Time,Entry-level,59000.0,135000.0,97000.0
Entry Level Data Scientist,Full Time,Entry-level,44000.0,81000.0,62500.0
Analyste/Dev ETL SSIS,Full Time,Entry-level,39000.0,73000.0,56000.0
Data Analyst Senior,Full Time,Senior-level,92000.0,130000.0,111000.0
Senior Data Analyst,Full Time,Senior-level,120000.0,140000.0,130000.0
Data Analyst (CX Tech),Full Time,No disponible,75000.0,130000.0,102500.0
Machine Learning Scientist (hybrid working model),Full Time,Entry-level,120000.0,193000.0,156500.0
"Software Engineer: Big Data/Risk Systems, Sr. Consultant Level",Full Time,Senior-level,69000.0,128000.0,98500.0
(Senior) Data Engineer (m/f/d),Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analytics Engineer H/F,Full Time,No disponible,103000.0,175000.0,139000.0
Data Engineer (Remote),Full Time,Senior-level,115000.0,180000.0,147500.0
Finance Data Analytics Manager,Full Time,Entry-level,120000.0,145000.0,132500.0
Data Science Software Engineer,Full Time,Senior-level,69000.0,128000.0,98500.0
Data Scientist im Bereich Supply Chain und Servicemanagement (w/m/div.) - Remote möglich,Full Time,Senior-level,129000.0,185000.0,157000.0
Machine Learning Scientist,Full Time,Entry-level,120000.0,193000.0,156500.0
AI Software Engineer (NLP),Full Time,Senior-level,62000.0,115000.0,88500.0
Senior Data Engineer/Senior Data Analyst/Data Steward,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Visualization Intern,Internship,Entry-level,0.0,0.0,0.0
Research Engineer Power Electronics (f/m/div.),Full Time,Senior-level,150000.0,249000.0,199500.0
Data Analyst/Data Scientist F/H,Full Time,Entry-level,42000.0,64000.0,53000.0
Data Analyst,Full Time,Entry-level,42000.0,64000.0,53000.0
Lead Data Scientist,Full Time,Senior-level,40000.0,172000.0,106000.0
Data Analytics Specialist,Full Time,Entry-level,55000.0,0.0,0.0
Full Stack Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
"Machine Platform Engineer, NLP",Full Time,Senior-level,69000.0,128000.0,98500.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Scientist,Full Time,Mid-level,56000.0,120000.0,88000.0
"Working Student, Geospatial Data Engineer",Full Time,Senior-level,115000.0,180000.0,147500.0
Principal Research Engineer,Full Time,Senior-level,150000.0,249000.0,199500.0
Machine Learning Engineer Specialist II,Full Time,Entry-level,30000.0,108000.0,69000.0
Autonomy Software Engineer,Full Time,Senior-level,62000.0,115000.0,88500.0
Analytics Engineer,Full Time,Senior-level,110000.0,184000.0,147000.0
Senior Data Analyst - Business Intelligence,Full Time,Senior-level,92000.0,130000.0,111000.0
Compliance Reporting/Data visualization designer French Speaker,Full Time,Entry-level,39000.0,73000.0,56000.0
Data Analyst - Business Intelligence,Full Time,Senior-level,92000.0,130000.0,111000.0
"Manager, Data Engineering",Full Time,Senior-level,140000.0,185000.0,162500.0
"Program Manager, A+ Metadata Operations",Full Time,Senior-level,47000.0,107000.0,77000.0
Senior Data Analyst - Business Insights,Full Time,Senior-level,92000.0,130000.0,111000.0
Junior Business Information Research Analyst,Full Time,Entry-level,35000.0,65000.0,50000.0
Data Engineer - Entry/Senior level,Full Time,Mid-level,73000.0,120000.0,96500.0
Data Analyst,Full Time,Mid-level,62000.0,135000.0,98500.0
Lead SQA Machine Learning Firmware Test Engineer,Full Time,Senior-level,55000.0,102000.0,78500.0
BI Berater (m/w/d) ETL/ELT,Full Time,Senior-level,62000.0,115000.0,88500.0
Senior Data Engineer (m/f/d),Full Time,Senior-level,115000.0,180000.0,147500.0
FAIR Data Lead,Full Time,No disponible,56000.0,105000.0,80500.0
Data Engineer- Front End - Remote,Full Time,Senior-level,115000.0,180000.0,147500.0
Machine Learning Engineer,Full Time,Senior-level,131000.0,201000.0,166000.0
Computer Vision Engineer,Full Time,Senior-level,30000.0,58000.0,44000.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Senior Data Engineer - (Viator),Full Time,Senior-level,115000.0,180000.0,147500.0
Expert in AI/NLP/ML,Full Time,Mid-level,51000.0,94000.0,72500.0
Développeur Big Data (H/F),Full Time,Senior-level,230000.0,0.0,0.0
Senior Analytics Engineer,Full Time,Senior-level,112000.0,190000.0,151000.0
"Data Analytics, Manager",Full Time,Senior-level,55000.0,102000.0,78500.0
Data Scientist DMA,Full Time,Mid-level,56000.0,120000.0,88000.0
Data Science Product Manager - Recommendations - Core AI,Full Time,Senior-level,62000.0,115000.0,88500.0
Senior Data Scientist - Growth,Full Time,Senior-level,145000.0,237000.0,191000.0
Python Data Engineer,Full Time,No disponible,95000.0,172000.0,133500.0
? Insurance verification Specialist / Artificial Intelligence Trainer (Texas),Full Time,No disponible,34000.0,0.0,0.0
Applied Scientist,Full Time,Senior-level,184000.0,205000.0,194500.0
Tutor Experto - freelance (Cursos Machine Learning),Full Time,Senior-level,55000.0,102000.0,78500.0
Data Engineer and Analyst,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst (Delivery Experience Technology & Product),Full Time,Senior-level,92000.0,130000.0,111000.0
"Senior Data Scientist, Prototyping and Customer Engineering (PACE)",Full Time,Senior-level,122000.0,239000.0,180500.0
Senior Data Scientist,Full Time,Senior-level,129000.0,185000.0,157000.0
"Senior Data Scientist - Anti-Discrimination & Equity, Trust",Full Time,Senior-level,152000.0,203000.0,177500.0
Tech Lead DevOps / MLOps - H/F (SR),Full Time,Senior-level,62000.0,115000.0,88500.0
Data Engineer- Kaspr,Full Time,Mid-level,73000.0,120000.0,96500.0
Data Management Analyst,Full Time,Entry-level,35000.0,65000.0,50000.0
Senior Data Scientist,Full Time,Senior-level,129000.0,185000.0,157000.0
Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Engineer - ETL Developer,Full Time,Senior-level,115000.0,180000.0,147500.0
Pleno Product Data Analyst,Full Time,Mid-level,62000.0,135000.0,98500.0
Data Operations Analyst (India),Full Time,Senior-level,55000.0,102000.0,78500.0
Data Visualisation Consultant - (UK Wide),Full Time,Mid-level,45000.0,0.0,0.0
? Insurance verification Specialist / Artificial Intelligence Trainer (North Carolina),Full Time,No disponible,34000.0,0.0,0.0
Business Intelligence Engineer,Full Time,No disponible,56000.0,105000.0,80500.0
Big Data Plattform DevOps Engineer (w/m/div.),Full Time,Senior-level,62000.0,115000.0,88500.0
Analytics Engineer,Full Time,Senior-level,110000.0,184000.0,147000.0
Data Scientist,Full Time,Mid-level,56000.0,120000.0,88000.0
"VP, Head of Data Science and Systems Biology",Full Time,Executive-level,102000.0,230000.0,166000.0
Data Analyst/Engineer,Full Time,Mid-level,62000.0,135000.0,98500.0
Data Science Engineer,Full Time,Entry-level,44000.0,81000.0,62500.0
BI Analyst (Pricing),Full Time,No disponible,48000.0,78000.0,63000.0
AI Engineer,Full Time,Mid-level,51000.0,94000.0,72500.0
Data Analyst - Business Insights,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Scientist,Full Time,Senior-level,129000.0,185000.0,157000.0
Data Engineer-Marketing Platforms,Full Time,Executive-level,115000.0,145000.0,130000.0
Senior Data Scientist - Computer Vision,Full Time,Senior-level,129000.0,185000.0,157000.0
Lead Data Engineer,Full Time,Senior-level,100000.0,145000.0,122500.0
Head of AI,Full Time,Executive-level,73000.0,136000.0,104500.0
Product Data Engineer,Full Time,Entry-level,59000.0,135000.0,97000.0
Broadcast Research Analyst,Full Time,Entry-level,55000.0,65000.0,60000.0
Data Scientist,Full Time,Entry-level,39000.0,100000.0,69500.0
Data Engineer II - Data Platform Enterprise Services Team,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Engineer (Data Capture & Analytics),Full Time,Mid-level,73000.0,120000.0,96500.0
"Staff Software Engineer, Data",Full Time,Senior-level,49000.0,92000.0,70500.0
Data Scientist/ Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Senior Software Engineer - Machine Learning (Ads) (Remote),Full Time,Senior-level,56000.0,104000.0,80000.0
Intern Program - Data Scientist Intern,Full Time,Entry-level,0.0,0.0,0.0
Analytics Engineer,Full Time,No disponible,103000.0,175000.0,139000.0
Senior Autonomy Behavior Engineer (Intent),Full Time,Senior-level,69000.0,128000.0,98500.0
Business Intelligence Developer (f/m/d),Full Time,No disponible,56000.0,105000.0,80500.0
Staff Software Engineer (MTS 5) ETL Team,Full Time,Senior-level,55000.0,102000.0,78500.0
? Insurance verification Specialist / Artificial Intelligence Trainer (Georgia),Full Time,No disponible,34000.0,0.0,0.0
Principal Data Engineer - Platform & ML,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst Tableau - H/F,Full Time,Entry-level,42000.0,64000.0,53000.0
Data Analyst - Portugal,Full Time,Senior-level,92000.0,130000.0,111000.0
Machine Learning Engineer,Full Time,Entry-level,30000.0,108000.0,69000.0
"Senior Software Engineer, Applied Machine Learning",Full Time,Senior-level,56000.0,104000.0,80000.0
Senior Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
"Applied Scientist, Search Relevance",Full Time,Senior-level,136000.0,260000.0,198000.0
Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Senior AI Solutions Consultant - Australia,Full Time,Senior-level,55000.0,102000.0,78500.0
Data Manager (Power BI),Full Time,Mid-level,77000.0,134000.0,105500.0
Sr. Analytics Engineer,Full Time,Senior-level,113000.0,173000.0,143000.0
Data Scientist (w/m/div.),Full Time,Senior-level,129000.0,185000.0,157000.0
Sr. Autonomy Research Engineer,Full Time,Senior-level,166000.0,0.0,0.0
"Sr. Software Engineer, Data Security",Full Time,Senior-level,156000.0,225000.0,190500.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
"Principal Data Scientist, New Initiatives",Full Time,Senior-level,129000.0,185000.0,157000.0
Business Process Consultant (Data Analytics),Full Time,No disponible,63000.0,117000.0,90000.0
Research Engineer- Atmospheric Perils Vulnerability,Full Time,Entry-level,150000.0,249000.0,199500.0
Data Engineer (m/w/d),Full Time,Entry-level,59000.0,135000.0,97000.0
Analytics Engineer,Full Time,Senior-level,117000.0,152000.0,134500.0
"Senior Data Engineer, Sales Insights Analytics, Data Engineering, and Science (SIADS)",Full Time,Senior-level,123000.0,240000.0,181500.0
Senior Machine Learning Engineer - Computer Vision (Remote),Full Time,Senior-level,131000.0,201000.0,166000.0
"Software Engineer, Data Security",Full Time,Senior-level,156000.0,225000.0,190500.0
Data Analyst (H/F),Full Time,Entry-level,42000.0,64000.0,53000.0
Python Engineer (Data Engineering),Full Time,Entry-level,59000.0,135000.0,97000.0
Data Scientist 2,Full Time,Entry-level,39000.0,100000.0,69500.0
Research Analyst III / Structural QA Coordinator,Full Time,Senior-level,69000.0,128000.0,98500.0
Working student Python Developer for Computer Vision Algorithm Evaluation with GUI Development (f/m/div.),Full Time,Entry-level,39000.0,73000.0,56000.0
Director of Data Engineering,Full Time,Executive-level,200000.0,297000.0,248500.0
Data Scientist Senior,Full Time,Senior-level,36000.0,45000.0,40500.0
Machine Learning Engineer (Senior/ Staff),Full Time,Senior-level,131000.0,201000.0,166000.0
6268 Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Senior Data Infrastructure Engineer (Architecture Group),Full Time,Senior-level,55000.0,102000.0,78500.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst,Full Time,Mid-level,62000.0,135000.0,98500.0
Senior Data Analyst II,Full Time,Senior-level,148000.0,200000.0,174000.0
"Lead, Data Scientist (Deep Learning), Peacock Video Streaming",Full Time,Senior-level,145000.0,175000.0,160000.0
People Data Analyst,Full Time,Entry-level,39000.0,73000.0,56000.0
ETL QA Automation Engineer (Python & SQL experience needed),Full Time,Senior-level,65000.0,0.0,0.0
Clinical Data Operator,Full Time,Entry-level,43000.0,0.0,0.0
Data engineer bij Vattenfall IT,Full Time,Entry-level,59000.0,135000.0,97000.0
Machine Learning Engineer,Full Time,Senior-level,131000.0,201000.0,166000.0
"AI/ML Specialist SA, Worldwide Specialist Organization EMEA",Full Time,Senior-level,56000.0,104000.0,80000.0
"Manager, Big Data Engineering",Full Time,Senior-level,160000.0,220000.0,190000.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
Consultant Data Visualisation - H/F,Full Time,No disponible,56000.0,105000.0,80500.0
Data Scientist (TS/SCI),Full Time,Entry-level,39000.0,100000.0,69500.0
Data Scientist 1,Full Time,Entry-level,39000.0,100000.0,69500.0
Junior Market Data Analyst,Full Time,Entry-level,42000.0,64000.0,53000.0
Director of Data Science & Machine Learning,Full Time,Executive-level,141000.0,192000.0,166500.0
"Data Engineer, Skilled in Python, SQL and ETL",Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Lead Machine Learning Engineer (Modeling),Full Time,Senior-level,55000.0,102000.0,78500.0
Data Analyst - Customer Operations (Philippines),Full Time,Mid-level,62000.0,135000.0,98500.0
Data Engineer II,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Engineer (m/w/div.),Full Time,Senior-level,115000.0,180000.0,147500.0
Applied Scientist - Ads (Remote),Full Time,Senior-level,184000.0,205000.0,194500.0
Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst (Commercial Excellence),Full Time,Senior-level,92000.0,130000.0,111000.0
Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst,Full Time,Senior-level,70000.0,80000.0,75000.0
Junior Data Scientist,Full Time,Entry-level,35000.0,0.0,0.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
AI Software Architect (f/m/div.),Full Time,Senior-level,62000.0,115000.0,88500.0
Robotics Research Engineer - Novel Robotics Systems,Full Time,Entry-level,150000.0,249000.0,199500.0
"Research Engineering Manager, Applied",Full Time,Senior-level,185000.0,293000.0,239000.0
"Manager, Data Engineer & ETL Processing",Full Time,Senior-level,115000.0,180000.0,147500.0
Data Visualization & Content Engineer,Full Time,Senior-level,55000.0,102000.0,78500.0
Data Analytics Solution Architect,Full Time,Senior-level,62000.0,115000.0,88500.0
"Intern, AI research engineer",Internship,Entry-level,0.0,0.0,0.0
Data Engineer Snowflake H/F,Full Time,Senior-level,115000.0,180000.0,147500.0
2023 Fall Applied Science Internship - Machine Learning - United States,Full Time,Entry-level,110000.0,204000.0,157000.0
Lead Data Analyst - Personal Lines Property: Dwelling,Full Time,No disponible,75000.0,130000.0,102500.0
Senior Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Analyst,Full Time,Entry-level,42000.0,64000.0,53000.0
"Platform Data Scientist, Machine Learning",Full Time,Senior-level,129000.0,185000.0,157000.0
Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Senior AI Software Engineer,Full Time,Senior-level,55000.0,102000.0,78500.0
Data Analyst,Full Time,Entry-level,42000.0,64000.0,53000.0
"Data Scientist, Analytics (Israel)",Full Time,Senior-level,129000.0,185000.0,157000.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
Data Scientist,Full Time,Senior-level,135000.0,170000.0,152500.0
Analytics Engineer,Full Time,Senior-level,110000.0,184000.0,147000.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
Application and Research Engineer for Semiconductor (m/f/d),Full Time,Entry-level,150000.0,249000.0,199500.0
"Senior Software Engineer, Data",Full Time,Senior-level,183000.0,210000.0,196500.0
ETL Developer,Full Time,Entry-level,63000.0,250000.0,156500.0
Data Operations Lead (India),Full Time,Senior-level,55000.0,102000.0,78500.0
Data Engineer - Snowflake,Full Time,Mid-level,73000.0,120000.0,96500.0
Data Analyst Intern,Internship,Entry-level,0.0,0.0,0.0
Senior AI Engineer,Full Time,Senior-level,55000.0,102000.0,78500.0
Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Senior Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Engineer - Managed service,Full Time,Senior-level,115000.0,180000.0,147500.0
ML Ops Engineer,Full Time,Senior-level,172000.0,208000.0,190000.0
Associate Analytics Engineer,Full Time,Mid-level,54000.0,108000.0,81000.0
Big Data Expert/Architect (Principal),Full Time,Senior-level,62000.0,115000.0,88500.0
Data DevOps Engineer,Full Time,Mid-level,45000.0,85000.0,65000.0
"SRE / DevOps Engineer - Kubernetes , Python, Spark/Kafka, Elasticsearch, Hadoop, Terraform",Full Time,Senior-level,55000.0,102000.0,78500.0
Decision Scientist Lead,Full Time,Senior-level,100000.0,150000.0,125000.0
Tech Lead Data Scientist - H/F,Full Time,Senior-level,129000.0,185000.0,157000.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Junior Data Scientist,Full Time,Entry-level,39000.0,100000.0,69500.0
Senior Analytics Engineer,Full Time,Senior-level,110000.0,184000.0,147000.0
"Data, Sr. Data Engineer (SnowSQL/T-SQL, PL/pgSQL) - NRG",Full Time,Senior-level,115000.0,180000.0,147500.0
"Deep Learning Compiler Engineer II, AWS Neuron, Annapurna Labs",Full Time,Senior-level,69000.0,128000.0,98500.0
R16530 - Data Engineer II - Vietnam,Full Time,Senior-level,115000.0,180000.0,147500.0
Big Data Engineer Databricks Senior - H/F,Full Time,Senior-level,30000.0,60000.0,45000.0
Observability - Data Scientist,Full Time,Senior-level,129000.0,185000.0,157000.0
Software Engineer - Perception Machine Learning Infrastructure,Full Time,Senior-level,173000.0,246000.0,209500.0
Data Engineer (Melbourne & Sydney),Full Time,Mid-level,73000.0,120000.0,96500.0
Data Scientist confirmé/sénior - H/F,Full Time,Senior-level,129000.0,185000.0,157000.0
Security Data Engineer,Full Time,Senior-level,146000.0,219000.0,182500.0
Senior Data Scientist,Full Time,Senior-level,160000.0,195000.0,177500.0
Data Scientist  III,Full Time,Senior-level,129000.0,185000.0,157000.0
Data Analyst  Conversion and Migration,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Scientist,Full Time,Senior-level,129000.0,185000.0,157000.0
Data Analyste (Tableau / Looker / MicroStrategy) CDI - H/F,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Engineer II,Full Time,Senior-level,115000.0,180000.0,147500.0
Senior Data Analyst,Full Time,Senior-level,127000.0,149000.0,138000.0
Data Analyst,Full Time,Senior-level,105000.0,135000.0,120000.0
"Senior Applied Scientist II, Search Ranking",Full Time,Senior-level,184000.0,205000.0,194500.0
Data Engineer (F/H),Full Time,No disponible,95000.0,172000.0,133500.0
"Data Engineer, Analytics (m/f/x)",Full Time,Senior-level,45000.0,0.0,0.0
"Sr. Deep Learning Compiler Engineer III, AWS Neuron, Annapurna Labs",Full Time,Senior-level,69000.0,128000.0,98500.0
Data Engineer - Technical Lead - Technology,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst - Mexico,Full Time,Senior-level,92000.0,130000.0,111000.0
Lead-Data Analysis,Full Time,Senior-level,55000.0,102000.0,78500.0
Director - Product Data Analysis,Full Time,Executive-level,65000.0,121000.0,93000.0
Data Scientist - Brand Team,Full Time,Senior-level,129000.0,185000.0,157000.0
PreMaster Programm - Data Science/Big Data,Full Time,Entry-level,39000.0,73000.0,56000.0
Computer Vision Engineer,Full Time,Senior-level,30000.0,58000.0,44000.0
Senior Big Data Software Engineer,Full Time,Senior-level,55000.0,102000.0,78500.0
Virology Data Analyst/Lab Operations *Day Shift*,Full Time,Entry-level,42000.0,64000.0,53000.0
Data Scientist Pricing & Forecasting,Full Time,Senior-level,129000.0,185000.0,157000.0
Senior Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
Data Quality Engineer,Full Time,Senior-level,62000.0,115000.0,88500.0
Sr Delivery Solutions Architect : Big Data,Full Time,Senior-level,55000.0,102000.0,78500.0
"Scientist I, Computational Biology",Full Time,Senior-level,69000.0,128000.0,98500.0
MLOps Engineer,Full Time,Senior-level,62000.0,115000.0,88500.0
"Senior Data Engineer, KMS Healthcare",Full Time,Senior-level,115000.0,180000.0,147500.0
Software Engineer (Scala) - Data&AI,Full Time,Senior-level,62000.0,115000.0,88500.0
New Grad Data Engineer - Spring 2023 Graduates,Full Time,Entry-level,65000.0,85000.0,75000.0
"Research Analyst, CNBC Program Research",Full Time,No disponible,63000.0,117000.0,90000.0
Business Analyst (Machine Learning & AI),Full Time,Mid-level,51000.0,94000.0,72500.0
"Data Scientist, Computer Vision",Full Time,Senior-level,129000.0,185000.0,157000.0
"Data Engineer Cloud SQL Confirmé/Sénior (DBT, Snowflake...) - H/F",Full Time,Senior-level,115000.0,180000.0,147500.0
Data Analyst  Conversion/Migration,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
Senior Machine Learning Engineer,Full Time,Senior-level,131000.0,201000.0,166000.0
"Computational Biologist, Neuroscience",Full Time,Senior-level,69000.0,128000.0,98500.0
2023 Software Engineer for Artificial Intelligence Applications,Full Time,Entry-level,44000.0,81000.0,62500.0
Data Scientist,Full Time,Entry-level,39000.0,100000.0,69500.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
Data Scientist - NLP,Full Time,Senior-level,129000.0,185000.0,157000.0
"Sr Data Engineer / Machine Learning Engineer - Spark, ETL, Pre-Processing, Pipeline",Full Time,Senior-level,115000.0,180000.0,147500.0
Tech Lead Cloud & Big Data Engineer - H/F,Full Time,Senior-level,30000.0,60000.0,45000.0
"Analyst, Data Modeler",Full Time,Senior-level,69000.0,128000.0,98500.0
"Leader, Solutions Architecture : Big Data",Full Time,Senior-level,49000.0,92000.0,70500.0
"[JOB- 9948] Senior Data/ETL Engineer, Brazil",Full Time,Senior-level,55000.0,102000.0,78500.0
Architecte Big Data Cloud - H/F,Full Time,Senior-level,62000.0,115000.0,88500.0
Data Scientist (Manufacturing),Full Time,Entry-level,39000.0,100000.0,69500.0
Carbon Dioxide Removal Research Scientist,Full Time,Senior-level,110000.0,130000.0,120000.0
Data Engineer,Full Time,Mid-level,73000.0,120000.0,96500.0
"Manager, Data Engineering & ETL Development",Full Time,Senior-level,115000.0,180000.0,147500.0
Staff Data Engineer,Full Time,Senior-level,62000.0,115000.0,88500.0
Senior Machine Learning Engineer,Full Time,Senior-level,131000.0,201000.0,166000.0
JUNIOR INSIGHT ANALYST,Full Time,Entry-level,39000.0,73000.0,56000.0
Python Machine Learning Developer,Full Time,Senior-level,33000.0,100000.0,66500.0
Senior Data Engineer,Full Time,Senior-level,115000.0,180000.0,147500.0
Data Engineer Talend H/F,Full Time,Senior-level,115000.0,180000.0,147500.0
CRM Data Analyst,Full Time,Senior-level,92000.0,130000.0,111000.0
Data Scientist,Full Time,No disponible,90000.0,172000.0,131000.0
"Senior Staff Applied Research Scientist, Behaviors",Full Time,Senior-level,234000.0,0.0,0.0
